,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
0,3710373.2115030927,3394524.51688783,3349307.0268083476,3584058.156647339,3821767.2446336225,3775664.2547980286,3700634.0282578315,3701470.8601643504,3691596.603411027,3717262.294406946,3739054.094914629,3671873.1857756493,3676200.0816506185,3832186.1220879015,4090633.7129588323,4091367.6147410097,3889202.660672522,3682498.296343156,3702972.1952597476,3685395.230384895,3785144.331936951,4070101.6203532433,4114543.7304314584,3950960.5127439187,3632064.262016599,3649937.828588263,3933685.7033145404,4063221.761241518,3903665.191994867,3758049.6777848057,3872018.5062309923,3961158.346610355,4084339.2737819897,4038673.7725966447,3927396.599978201,3797073.5882193847,3964285.884214098,4117132.4667686294,4185453.840879397,4239806.775466036,4166566.1399447015,4201303.697924209,4151937.2420009538,4211851.20307259,4047435.9304254395,3822149.4301296384,3459675.0304861176,3081065.8369119177,3286675.900709585,3662876.963927338,3964989.987757311,3910872.945217741,3952028.982327753,3887027.574606438,3898838.565148334,3956819.041508074,4042562.4019280393,3755425.22700782,3641931.805288187,3673305.283978013,3744580.8425392974,3611915.752779659,3893530.9665817,4220917.334456257,4322365.681343516,4090090.8315739916,3880894.6261180923,3719773.2865619333,3788014.1008437425,3701549.4186914903,3392956.509229888,3226046.0170119456,3477039.8833059976,3722882.491933626,3882640.7106067752,4153779.839639136,4331027.976060685,4157561.239962196,4035129.807547993,3597190.042214158,3297139.316706068,3665366.4303859356,3873320.139197125
